file_name,e_spatial,s_terrain,t_env,risk_index,risk_class,landslide_coverage_pct,landslide_area_m2
image_100.png,0.6137945652008057,0.23577068746089935,0.084544,0.349173566691637,MODERATE,11.6943359375,191600.0
image_1056.png,0.5856531262397766,0.1851521134376526,0.084544,0.320200490199089,MODERATE,3.546142578125,58100.0
image_1059.png,0.5807341933250427,0.12876179814338684,0.084544,0.2984963066802025,MODERATE,2.642822265625,43300.0
image_1064.png,0.6321204900741577,0.2990415096282959,0.084544,0.3786487243995666,MODERATE,19.32373046875,316600.0
image_1090.png,0.6040290594100952,0.19855660200119019,0.084544,0.3322424344644547,MODERATE,8.294677734375,135900.0
image_1094.png,0.6166183352470398,0.23220065236091614,0.084544,0.3490535624251366,MODERATE,12.5244140625,205200.0
image_1095.png,0.616317868232727,0.24805159866809845,0.084544,0.35448120682692524,MODERATE,12.87841796875,211000.0
image_1098.png,0.6040477752685547,0.2057933211326599,0.084544,0.33478277250385285,MODERATE,9.320068359375,152700.0
image_1100.png,0.5904412865638733,0.22333304584026337,0.084544,0.3354790806696415,MODERATE,7.928466796875,129900.0
image_1138.png,0.5792989134788513,0.14688825607299805,0.084544,0.3042664550170898,MODERATE,2.392578125,39200.0
image_1146.png,0.5944338440895081,0.21331238746643066,0.084544,0.33356887324905393,MODERATE,7.916259765625,129700.0
image_1148.png,0.6006320118904114,0.20348849892616272,0.084544,0.3326097793803215,MODERATE,7.77587890625,127400.0
image_1150.png,0.6280471682548523,0.25610682368278503,0.084544,0.3619922555909157,MODERATE,15.911865234375,260700.0
image_1174.png,0.5830023884773254,0.16135422885417938,0.084544,0.31081093548989297,MODERATE,4.180908203125,68500.0
image_1177.png,0.608848512172699,0.2746439278125763,0.084544,0.3608007796034813,MODERATE,12.420654296875,203500.0
image_1178.png,0.5790125727653503,0.18372449278831482,0.084544,0.31704460158205033,MODERATE,2.166748046875,35500.0
image_1191.png,0.5775266885757446,0.13531559705734253,0.084544,0.29950713440036775,MODERATE,2.117919921875,34700.0
image_12.png,0.6232976317405701,0.27855128049850464,0.084544,0.3679480008707046,MODERATE,13.311767578125,218100.0
image_1221.png,0.5870615839958191,0.18913066387176514,0.084544,0.32215636595344543,MODERATE,4.449462890625,72900.0
image_1277.png,0.6811503171920776,0.3332141637802124,0.084544,0.4102210841999054,MODERATE,30.9814453125,507600.0
image_1295.png,0.5646718740463257,0.11358477920293808,0.084544,0.2867594223395586,MODERATE,0.518798828125,8500.0
image_1317.png,0.5857575535774231,0.1839180588722229,0.084544,0.31981034203624725,MODERATE,4.43115234375,72600.0
image_1318.png,0.6131312847137451,0.25510361790657043,0.084544,0.3556747801527977,MODERATE,10.174560546875,166700.0
image_1319.png,0.6682404279708862,0.35213518142700195,0.084544,0.4116794846878052,MODERATE,25.982666015625,425700.0
image_1346.png,0.5728906989097595,0.15470454096794128,0.084544,0.3044388689026833,MODERATE,2.79541015625,45800.0
image_1356.png,0.5787819623947144,0.21226663887500763,0.084544,0.3269421085641384,MODERATE,8.06884765625,132200.0
image_1360.png,0.5880980491638184,0.1895006000995636,0.084544,0.3227004297003746,MODERATE,5.364990234375,87900.0
image_1362.png,0.5992681980133057,0.20843645930290222,0.084544,0.33379603996133805,MODERATE,7.073974609375,115900.0
image_1384.png,0.5655115842819214,0.13295131921768188,0.084544,0.2938735954389572,MODERATE,1.251220703125,20500.0
image_14.png,0.5881474018096924,0.13728316128253937,0.084544,0.30444406717276573,MODERATE,4.364013671875,71500.0
image_1407.png,0.5920841693878174,0.23213571310043335,0.084544,0.3392171673402786,MODERATE,7.11669921875,116600.0
image_1417.png,0.5630812644958496,0.16407084465026855,0.084544,0.30379330142593386,MODERATE,1.055908203125,17300.0
image_1458.png,0.6484709978103638,0.3136887550354004,0.084544,0.3903154633865356,MODERATE,21.148681640625,346500.0
image_1476.png,0.5682457685470581,0.10704974830150604,0.084544,0.2859017193243504,MODERATE,2.301025390625,37700.0
image_1514.png,0.5672069191932678,0.1470022052526474,0.084544,0.2994695395157337,MODERATE,1.55029296875,25400.0
image_1551.png,0.6150521039962769,0.24930617213249207,0.084544,0.354414001844883,MODERATE,11.24267578125,184200.0
image_1552.png,0.6037091612815857,0.2163875699043274,0.084544,0.33835531397914886,MODERATE,8.65478515625,141800.0
image_1556.png,0.5624861121177673,0.150427907705307,0.084544,0.2987802125439644,MODERATE,1.708984375,28000.0
image_1563.png,0.5674623250961304,0.10987351834774017,0.084544,0.2865766614601612,MODERATE,0.701904296875,11500.0
image_1603.png,0.5099329948425293,0.1675284504890442,0.084544,0.2837441556081772,MODERATE,1.324462890625,21700.0
image_1654.png,0.5646219849586487,0.10186489671468735,0.084544,0.28263750783360003,MODERATE,0.103759765625,1700.0
image_1677.png,0.6365083456039429,0.3070276081562042,0.084544,0.3831990010962486,MODERATE,19.781494140625,324100.0
image_1691.png,0.5850229263305664,0.1448824107646942,0.084544,0.3058540142998695,MODERATE,4.13818359375,67800.0
image_1694.png,0.5710567235946655,0.1324182003736496,0.084544,0.2959050595686436,MODERATE,1.806640625,29600.0
image_1696.png,0.5661340951919556,0.12683981657028198,0.084544,0.2919835738763809,MODERATE,0.323486328125,5300.0
image_1736.png,0.5590536594390869,0.07777571678161621,0.084544,0.2719789646492004,MODERATE,0.469970703125,7700.0
