latitude,longitude,elevation,slope,aspect,curvature,roughness,twi
23.765000000000004,86.41555555555557,227.0,4.445918083190918,227.47731018066406,-0.0022765498142689466,2.0061633586883545,10.033957481384277
23.765000000000004,86.41583333333334,225.0,9.870806694030762,249.60581970214844,-0.007967923767864704,4.1365580558776855,9.290756225585938
23.764722222222225,86.41472222222224,229.0,1.0550845861434937,151.39987182617188,-5.551115123125783e-17,0.6285393834114075,11.217652320861816
23.764722222222225,86.415,230.0,0.739273190498352,199.97520446777344,-0.005691374186426401,0.6666666865348816,11.618260383605957
23.764722222222225,86.41527777777779,229.0,1.584174633026123,253.00230407714844,-0.0022765498142689466,0.8164965510368347,10.92773723602295
23.764722222222225,86.41555555555557,228.0,2.3755056858062744,253.00230407714844,-0.0011382749071344733,1.154700517654419,10.61087703704834
23.764722222222225,86.41583333333334,227.0,8.716785430908203,257.823486328125,-0.011382748372852802,3.8297083377838135,9.383199691772461
23.764722222222225,86.41611111111112,219.0,13.107316017150879,254.90518188476562,0.003414824604988098,5.291502475738525,9.007365226745605
23.764444444444447,86.41388888888889,228.0,2.7311923503875732,319.6980285644531,0.0022765498142689466,1.257078766822815,10.206001281738281
23.764444444444447,86.41416666666667,228.0,1.789013385772705,25.048185348510742,0.0011382749071344733,0.7856742143630981,10.631196022033691
23.764444444444447,86.41444444444446,229.0,1.3704655170440674,47.4773063659668,-0.0022765498142689466,0.6849349141120911,10.902931213378906
23.764444444444447,86.41472222222224,229.0,0.9263691902160645,0.0,0.0,0.7856742143630981,11.312174797058105
23.764444444444447,86.415,229.0,2.4357128143310547,328.79248046875,-0.0022765498142689466,1.165343165397644,10.384273529052734
23.764444444444447,86.41527777777779,228.0,2.5252227783203125,336.4342956542969,5.551115123125783e-17,1.154700517654419,10.414575576782227
23.764444444444447,86.41555555555557,228.0,1.7128982543945312,312.522705078125,-0.003414824604988098,0.9428090453147888,10.889713287353516
23.764444444444447,86.41583333333334,226.0,5.902219295501709,258.72528076171875,1.1102230246251565e-16,2.87174391746521,9.734138488769531
23.764444444444447,86.41611111111112,222.0,11.109883308410645,246.97552490234375,-0.0022765498142689466,4.760952472686768,9.14795207977295
23.76416666666667,86.41277777777779,228.0,3.8149051666259766,31.927413940429688,5.551115123125783e-17,1.632993221282959,9.807085990905762
23.76416666666667,86.41305555555556,229.0,3.835294246673584,15.248879432678223,-0.0011382749071344733,1.6996731758117676,9.823352813720703
23.76416666666667,86.41333333333334,229.0,3.551293134689331,347.6971130371094,-0.0011382749071344733,1.5475987195968628,9.920692443847656
23.76416666666667,86.41361111111112,228.0,3.7671732902526855,322.9500732421875,0.0011382749071344733,1.6996731758117676,9.876089096069336
23.76416666666667,86.41388888888889,227.0,3.162396192550659,331.3998718261719,-1.1102230246251565e-16,1.4740554094314575,10.059028625488281
23.76416666666667,86.41416666666667,227.0,2.95463490486145,19.97521209716797,-5.551115123125783e-17,1.3333333730697632,10.129924774169922
23.76416666666667,86.41444444444446,228.0,3.0980255603790283,34.757442474365234,-0.0011382749071344733,1.3425606489181519,10.0862398147583
23.76416666666667,86.41472222222224,229.0,2.3692140579223633,347.6971130371094,-0.005691374186426401,1.2272623777389526,10.367003440856934
23.76416666666667,86.415,227.0,3.750088930130005,317.7385559082031,0.0022765498142689466,1.6178021430969238,9.93532943725586
23.76416666666667,86.41527777777779,226.0,3.2781004905700684,351.1457824707031,0.0022765498142689466,1.4907119274139404,10.121124267578125
23.76416666666667,86.41555555555557,227.0,2.558522939682007,5.661292552947998,-0.0022765498142689466,1.3146843910217285,10.441448211669922
23.76416666666667,86.41583333333334,227.0,2.8613502979278564,284.0420227050781,-0.005691374186426401,1.7069212198257446,10.408061981201172
23.76416666666667,86.41611111111112,225.0,7.094127655029297,253.00230407714844,-0.007967923767864704,3.2317864894866943,9.557458877563477
23.763888888888893,86.41250000000001,226.0,1.185113549232483,12.302896499633789,0.0011382749071344733,0.6849349141120911,10.940085411071777
23.763888888888893,86.41277777777779,226.0,2.1094541549682617,28.600126266479492,0.003414824604988098,1.0304020643234253,10.380093574523926
23.763888888888893,86.41305555555556,227.0,2.5252227783203125,23.56569480895996,0.0,1.1331154108047485,10.225842475891113
23.763888888888893,86.41333333333334,227.0,2.0988173484802246,353.0917053222656,0.0022765498142689466,1.054092526435852,10.43758773803711
23.763888888888893,86.41361111111112,227.0,2.7393646240234375,312.522705078125,-0.0022765498142689466,1.2272623777389526,10.192103385925293
23.763888888888893,86.41388888888889,225.0,3.0706160068511963,318.90008544921875,0.004553099628537893,1.448711633682251,10.090985298156738
23.763888888888893,86.41416666666667,225.0,3.2781004905700684,8.854219436645508,0.0011382749071344733,1.498970866203308,10.032082557678223
23.763888888888893,86.41444444444446,226.0,4.307967185974121,24.180326461791992,5.551115123125783e-17,1.9116278886795044,9.762242317199707
